kernel_host_7004053664364030334,13363658,1085105,13363658,5740015,37168380,20375265,15158301
kernel_host_5305202362360132607,17860500,6295834,4486403,17860500,8824180,6297469,32380491,15328743,10911972
external_update_,131692644,169332157,57186954,131692644,114457364,124222557,256214687,233169146,122069270
bcond1_,25211441,23770762,16613633,25211441,19757486,14293998,19273083,19145439,21216215
kernel_host_13095133616550115949,42118200,13343398,9899539,42118200,21887620,15223341,84722196,40388699,27141786
kernel_host_4089695605558063454,876522,317935,272618,876522,497856,397563,1472694,817663,633945
kernel_host_7756675061965279120,17183416,6389751,4635322,17183416,8332858,6131718,30983977,14819264,10308486
kernel_host_11364641885718042762,20104718,8704876,6193571,20104718,10111776,7045949,32741049,15840673,11421333
kernel_host_167483268786796797,29660355,9695745,7094739,29660355,14286984,10476857,55518915,26348102,18670489
lateral_bc_,6749,7220,7053,6749,6578,6867,6840,7967,7230
MPI_Comm_dup,21718747,37718268,46272643,21718747,37386470,48953711,21456075,35974297,52045917
kernel_host_14841353772382616086,5641742,2230563,1926596,5641742,2808230,2241875,8070009,4120995,3124795
bottom_friction_,15874881,14577829,16153307,15874881,15671763,6775749,27261011,12748810,9180134
kernel_host_5425075240490291438,96575424,36398774,26409285,96575424,47946524,34547116,170139292,82498187,58842621
kernel_host_17988520462433045664,23853705,9780926,6927590,23853705,12049004,8595913,41341649,19525856,14042288
kernel_host_10227889028461526473,7554264,2771886,2399138,7554264,3763357,2963172,11543651,5832449,4434068
MPI_Isend,5440941,4769015,4424251,5440941,5142964,4751166,5716506,5450202,5570102
kernel_host_14772865060589351907,43825578,15009258,10846244,43825578,21479865,15529717,78516228,38249200,27244462
kernel_host_14516561621248944045,1396681,388122,302565,1396681,659568,498260,2721025,1244531,871875
kernel_host_16004796625768757002,2188037,795043,698300,2188037,1188513,899614,3719488,2006357,1475147
__variables_MOD_init_variables,49475079,25133777,17142575,49475079,25167567,17141744,49437850,25221193,17192923
kernel_host_13767876723361870048,103224965,32914622,24085113,103224965,50283055,36366061,190993023,90674005,64351782
internal_q_,13470308934,7097265287,3723864789,13470308934,6915224166,3991438295,11250880917,6268046751,3637967315
kernel_host_12580761429086804727,3632274,1303128,1143880,3632274,1810709,1439193,5869954,3102517,2269850
kernel_host_16514618981259130990,42712206,13311815,9699410,42712206,20774806,15017560,78566211,38063933,26852524
kernel_host_2998007382017772732,40791091,13354971,9872900,40791091,20084797,14558537,74981486,36786340,26238634
kernel_host_4654656141485052332,49227882,20764542,14687268,49227882,24464975,18015993,71948951,35825028,25712811
kernel_host_11734272273339620725,24772815,7820083,5790536,24772815,12110897,8942791,46399666,22744530,16469920
